0,0.0249,0.013214,0.047181,0.014884,0.046949,0.0028263,0.034055,0.071364,0.016817,0.02988,0.012329,0.094614,0.060661,0.026325,0.029662,0.016647,0.02488,0.0030741,0.041052,0.074654,0.085598,0.018452
0.0249,0,0.011686,0.072082,0.039784,0.022049,0.022074,0.0091551,0.046464,0.0080831,0.0049796,0.012571,0.069714,0.03576,0.051225,0.0047618,0.0082531,2.056e-05,0.021826,0.016152,0.049754,0.060698,0.043352
0.013214,0.011686,0,0.060396,0.028098,0.033734,0.010388,0.020841,0.05815,0.0036028,0.016666,0.00088555,0.0814,0.047446,0.039539,0.016448,0.0034328,0.011665,0.01014,0.027838,0.06144,0.072384,0.031666
0.047181,0.072082,0.060396,0,0.032297,0.09413,0.050008,0.081237,0.11855,0.063998,0.077061,0.05951,0.1418,0.10784,0.020856,0.076843,0.063828,0.072061,0.050256,0.088234,0.12184,0.13278,0.028729
0.014884,0.039784,0.028098,0.032297,0,0.061833,0.017711,0.048939,0.086249,0.031701,0.044764,0.027213,0.1095,0.075545,0.011441,0.044546,0.031531,0.039764,0.017958,0.055937,0.089539,0.10048,0.0035677
0.046949,0.022049,0.033734,0.09413,0.061833,0,0.044122,0.012893,0.024416,0.030132,0.017069,0.03462,0.047665,0.013712,0.073274,0.017287,0.030302,0.022069,0.043874,0.0058963,0.027706,0.03865,0.065401
0.0028263,0.022074,0.010388,0.050008,0.017711,0.044122,0,0.031229,0.068538,0.013991,0.027053,0.0095023,0.091788,0.057834,0.029152,0.026835,0.013821,0.022053,0.00024779,0.038226,0.071828,0.082772,0.021278
0.034055,0.0091551,0.020841,0.081237,0.048939,0.012893,0.031229,0,0.037309,0.017238,0.0041755,0.021727,0.060559,0.026605,0.06038,0.0043933,0.017408,0.0091756,0.030981,0.0069972,0.040599,0.051543,0.052507
0.071364,0.046464,0.05815,0.11855,0.086249,0.024416,0.068538,0.037309,0,0.054547,0.041485,0.059036,0.02325,0.010704,0.09769,0.041702,0.054717,0.046485,0.06829,0.030312,0.00329,0.014234,0.089816
0.016817,0.0080831,0.0036028,0.063998,0.031701,0.030132,0.013991,0.017238,0.054547,0,0.013063,0.0044884,0.077797,0.043844,0.043142,0.012845,0.00016999,0.0080625,0.013743,0.024235,0.057837,0.068781,0.035269
0.02988,0.0049796,0.016666,0.077061,0.044764,0.017069,0.027053,0.0041755,0.041485,0.013063,0,0.017551,0.064734,0.030781,0.056205,0.00021782,0.013233,0.0050001,0.026806,0.011173,0.044775,0.055719,0.048332
0.012329,0.012571,0.00088555,0.05951,0.027213,0.03462,0.0095023,0.021727,0.059036,0.0044884,0.017551,0,0.082285,0.048332,0.038654,0.017333,0.0043184,0.012551,0.0092545,0.028724,0.062326,0.07327,0.030781
0.094614,0.069714,0.0814,0.1418,0.1095,0.047665,0.091788,0.060559,0.02325,0.077797,0.064734,0.082285,0,0.033953,0.12094,0.064952,0.077967,0.069734,0.09154,0.053562,0.01996,0.0090157,0.11307
0.060661,0.03576,0.047446,0.10784,0.075545,0.013712,0.057834,0.026605,0.010704,0.043844,0.030781,0.048332,0.033953,0,0.086986,0.030999,0.044014,0.035781,0.057586,0.019608,0.013994,0.024938,0.079113
0.026325,0.051225,0.039539,0.020856,0.011441,0.073274,0.029152,0.06038,0.09769,0.043142,0.056205,0.038654,0.12094,0.086986,0,0.055987,0.042972,0.051205,0.029399,0.067378,0.10098,0.11192,0.0078733
0.029662,0.0047618,0.016448,0.076843,0.044546,0.017287,0.026835,0.0043933,0.041702,0.012845,0.00021782,0.017333,0.064952,0.030999,0.055987,0,0.013015,0.0047823,0.026588,0.011391,0.044992,0.055936,0.048114
0.016647,0.0082531,0.0034328,0.063828,0.031531,0.030302,0.013821,0.017408,0.054717,0.00016999,0.013233,0.0043184,0.077967,0.044014,0.042972,0.013015,0,0.0082325,0.013573,0.024405,0.058007,0.068951,0.035099
0.02488,2.056e-05,0.011665,0.072061,0.039764,0.022069,0.022053,0.0091756,0.046485,0.0080625,0.0050001,0.012551,0.069734,0.035781,0.051205,0.0047823,0.0082325,0,0.021805,0.016173,0.049775,0.060719,0.043332
0.0030741,0.021826,0.01014,0.050256,0.017958,0.043874,0.00024779,0.030981,0.06829,0.013743,0.026806,0.0092545,0.09154,0.057586,0.029399,0.026588,0.013573,0.021805,0,0.037978,0.07158,0.082524,0.021526
0.041052,0.016152,0.027838,0.088234,0.055937,0.0058963,0.038226,0.0069972,0.030312,0.024235,0.011173,0.028724,0.053562,0.019608,0.067378,0.011391,0.024405,0.016173,0.037978,0,0.033602,0.044546,0.059504
0.074654,0.049754,0.06144,0.12184,0.089539,0.027706,0.071828,0.040599,0.00329,0.057837,0.044775,0.062326,0.01996,0.013994,0.10098,0.044992,0.058007,0.049775,0.07158,0.033602,0,0.010944,0.093106
0.085598,0.060698,0.072384,0.13278,0.10048,0.03865,0.082772,0.051543,0.014234,0.068781,0.055719,0.07327,0.0090157,0.024938,0.11192,0.055936,0.068951,0.060719,0.082524,0.044546,0.010944,0,0.10405
0.018452,0.043352,0.031666,0.028729,0.0035677,0.065401,0.021278,0.052507,0.089816,0.035269,0.048332,0.030781,0.11307,0.079113,0.0078733,0.048114,0.035099,0.043332,0.021526,0.059504,0.093106,0.10405,0
